art_id,entity_text,doc_id,similarity,match_type,type_of_relation
702EE237_107BIS3,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS3,Codigo de Comercio,CF38AF5C,1.0,name,mencion_ley_oficial
702EE237_107BIS3,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS4,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS4,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS4,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS6,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS6,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS6,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS6,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS7,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS7,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS7,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS7,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS8,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS8,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_107BIS9,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_109,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
702EE237_131,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_142,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_187,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_200,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
702EE237_205BIS,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
702EE237_206,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
702EE237_207,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
702EE237_213,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
702EE237_218,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
702EE237_218,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_218,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
702EE237_227,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_228,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_238,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_287,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
702EE237_289,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
702EE237_289,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
702EE237_317,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_317,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_334,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_345,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_345,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_346,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_346,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
702EE237_411,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,1.0,name,mencion_ley_oficial
702EE237_411,Ley General de Responsabilidades Administrativas,8C1C6521,1.0,name,mencion_ley_oficial
E9E40322_3,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_3,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_4,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
E9E40322_4,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E9E40322_4,Ley Organica del Centro de Conciliacion Laboral de la Ciudad de Mexico,E9E40322,1.0,name,mencion_ley_oficial
E9E40322_6,"Ley Federal de los Trabajadores al Servicio del Estado, Reglamentaria del Apartado B) del articulo 123 Constitucional",5E5BDE55,1.0,name,mencion_ley_oficial
E9E40322_9,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_9,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,1.0,name,mencion_ley_oficial
E9E40322_15,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_15,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,1.0,name,mencion_ley_oficial
E9E40322_17,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,1.0,name,mencion_ley_oficial
E9E40322_20,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_20,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_20,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,1.0,name,mencion_ley_oficial
E9E40322_26,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
E9E40322_27,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
E9E40322_27,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
E0A07F07_3,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E0A07F07_3,Ley Organica de la Comision de Derechos Humanos de la Ciudad de Mexico,98075563,1.0,name,mencion_ley_oficial
E0A07F07_3,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
E0A07F07_3,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E0A07F07_3,Ley Organica de la Comision de Derechos Humanos de la Ciudad de Mexico,98075563,1.0,name,mencion_ley_oficial
E0A07F07_3,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,1.0,name,mencion_ley_oficial
E0A07F07_15,Ley de Proteccion de Datos Personales en Posesion de Sujetos Obligados de la Ciudad de Mexico,71D41E18,1.0,name,mencion_ley_oficial
E0A07F07_17,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
E0A07F07_21,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
E0A07F07_50,Ley de la Sala Constitucional del Poder Judicial de la Ciudad de Mexico,C371528F,1.0,name,mencion_ley_oficial
E0A07F07_50,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E0A07F07_64,Ley General de Contabilidad Gubernamental,0343917A,1.0,name,mencion_ley_oficial
E0A07F07_66,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
E0A07F07_66,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
E0A07F07_70,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
E0A07F07_70,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E0A07F07_88,Ley de la Comision Nacional de los Derechos Humanos,1CD3F569,1.0,name,mencion_ley_oficial
E0A07F07_100,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
E0A07F07_121,Ley General de Victimas,486F42AC,1.0,name,mencion_ley_oficial
3A46D130_11,Ley de Salud de la Ciudad de Mexico,AF96B37C,1.0,name,mencion_ley_oficial
67567B88_1,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
67567B88_3,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_4,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_4,Ley de Aguas Nacionales,9B821DD0,1.0,name,mencion_ley_oficial
67567B88_4,Ley General de Vida Silvestre,2206FDB4,1.0,name,mencion_ley_oficial
67567B88_4,Ley General de Desarrollo Forestal Sustentable,5D193F47,1.0,name,mencion_ley_oficial
67567B88_4,Ley General para la Prevencion y Gestion Integral de los Residuos,56269D17,1.0,name,mencion_ley_oficial
67567B88_4,Ley General de Cambio Climatico,3507440C,1.0,name,mencion_ley_oficial
67567B88_4,Ley de Residuos Solidos del Distrito Federal,82EC20CA,1.0,name,mencion_ley_oficial
67567B88_4,"Ley del Derecho al Acceso, Disposicion y Saneamiento del Agua de la Ciudad de Mexico",A4DE831B,1.0,name,mencion_ley_oficial
67567B88_4,Ley Ambiental de la Ciudad de Mexico,67567B88,1.0,name,mencion_ley_oficial
67567B88_4,Ley del Sistema de Planeacion del Desarrollo de la Ciudad de Mexico,12DFAABB,1.0,name,mencion_ley_oficial
67567B88_6,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_6,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
67567B88_6,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
67567B88_7,Ley Organica del Poder Ejecutivo y de la Administracion Publica de la Ciudad de Mexico,1CF89C01,1.0,name,mencion_ley_oficial
67567B88_7,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_7,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_7,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_7,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_8,Ley de Mitigacion y Adaptacion al Cambio Climatico y Desarrollo Sustentable para la Ciudad de Mexico,4D0EA222,1.0,name,mencion_ley_oficial
67567B88_8,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_12,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
67567B88_12,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
67567B88_13,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_16,Ley del Sistema de Planeacion del Desarrollo de la Ciudad de Mexico,12DFAABB,1.0,name,mencion_ley_oficial
67567B88_25,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_25,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_33,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_49,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
67567B88_76,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
67567B88_76,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
67567B88_112,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_112,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_136,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_177,Ley General de Vida Silvestre,2206FDB4,1.0,name,mencion_ley_oficial
67567B88_182,Ley General de Vida Silvestre,2206FDB4,1.0,name,mencion_ley_oficial
67567B88_183,Ley General de Vida Silvestre,2206FDB4,1.0,name,mencion_ley_oficial
67567B88_187,Ley de Mitigacion y Adaptacion al Cambio Climatico y Desarrollo Sustentable para la Ciudad de Mexico,4D0EA222,1.0,name,mencion_ley_oficial
67567B88_192,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_199,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_207,Reglamento de Transito de la Ciudad de Mexico,057212A0,1.0,name,mencion_ley_oficial
67567B88_215,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_215,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_215,Ley General del Equilibrio Ecologico y la Proteccion al Ambiente,625304FF,1.0,name,mencion_ley_oficial
67567B88_215,Ley de Cultura Civica de la Ciudad de Mexico,7C5E7A9B,1.0,name,mencion_ley_oficial
67567B88_239,Ley de Gestion Integral de Riesgos y Proteccion Civil de la Ciudad de Mexico,3A2C8488,1.0,name,mencion_ley_oficial
67567B88_250,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
67567B88_264,Ley de Infraestructura de la Calidad,B33EEFCB,1.0,name,mencion_ley_oficial
67567B88_265,Ley de Participacion Ciudadana de la Ciudad de Mexico,71CE1013,1.0,name,mencion_ley_oficial
67567B88_269,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,1.0,name,mencion_ley_oficial
67567B88_271,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_284,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,1.0,name,mencion_ley_oficial
67567B88_287,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_314,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
67567B88_316,Ley de Responsabilidad Ambiental de la Ciudad de Mexico,292100E1,1.0,name,mencion_ley_oficial
67567B88_318,Codigo Civil para el Distrito Federal,2F07FC1B,1.0,name,mencion_ley_oficial
67567B88_322,Ley de Responsabilidad Ambiental de la Ciudad de Mexico,292100E1,1.0,name,mencion_ley_oficial
67567B88_326,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_328,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
67567B88_329,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
2F07FC1B_24F,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_51,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_86,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_89,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_98,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,1.0,name,mencion_ley_oficial
2F07FC1B_110,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
2F07FC1B_110,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
2F07FC1B_273,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_275,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_276,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_277,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_282BIS,Ley General de Acceso de las Mujeres a una Vida Libre de Violencia,D271060E,1.0,name,mencion_ley_oficial
2F07FC1B_282BIS,Ley de Acceso de las Mujeres a una Vida Libre de Violencia de la Ciudad de Mexico,74FF23BF,1.0,name,mencion_ley_oficial
2F07FC1B_283,Ley General de Acceso de las Mujeres a una Vida Libre de Violencia,D271060E,1.0,name,mencion_ley_oficial
2F07FC1B_283,Ley de Acceso de las Mujeres a una Vida Libre de Violencia de la Ciudad de Mexico,74FF23BF,1.0,name,mencion_ley_oficial
2F07FC1B_283,Ley General de Acceso de las Mujeres a una Vida Libre de Violencia,D271060E,1.0,name,mencion_ley_oficial
2F07FC1B_283,Ley de Acceso de las Mujeres a una Vida Libre de Violencia de la Ciudad de Mexico,74FF23BF,1.0,name,mencion_ley_oficial
2F07FC1B_283,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_287,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
2F07FC1B_287,Ley General de Mecanismos Alternativos de Solucion de Controversias,51D7FDFE,1.0,name,mencion_ley_oficial
2F07FC1B_322,Ley de Migracion,AA079CA6,1.0,name,mencion_ley_oficial
2F07FC1B_331,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_444,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
2F07FC1B_444,Ley de Acceso de las Mujeres a una Vida Libre de Violencia de la Ciudad de Mexico,74FF23BF,1.0,name,mencion_ley_oficial
2F07FC1B_447,Ley General de Salud,3148910F,1.0,name,mencion_ley_oficial
2F07FC1B_450,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_462,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_464,Codigo Nacional de Procedimientos Civiles y Familiares,8D851976,1.0,name,mencion_ley_oficial
2F07FC1B_494C,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,1.0,name,mencion_ley_oficial
2F07FC1B_537,Ley General de Salud,3148910F,1.0,name,mencion_ley_oficial
2F07FC1B_735,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_736,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_742,Codigo de Procedimientos Civiles para el Distrito Federal,35C270ED,1.0,name,mencion_ley_oficial
2F07FC1B_838,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_951,Ley de Propiedad en Condominio de Inmuebles para el Distrito Federal,1845EF43,1.0,name,mencion_ley_oficial
2F07FC1B_1327,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_1330,Ley de Instituciones de Asistencia Privada para el Distrito Federal,2926363C,1.0,name,mencion_ley_oficial
2F07FC1B_1392BIS,Ley del Notariado para la Ciudad de Mexico,C57B66D6,1.0,name,mencion_ley_oficial
2F07FC1B_1520,Ley del Notariado para la Ciudad de Mexico,C57B66D6,1.0,name,mencion_ley_oficial
2F07FC1B_1520,Ley del Notariado para la Ciudad de Mexico,C57B66D6,1.0,name,mencion_ley_oficial
2F07FC1B_1520,Ley del Notariado para la Ciudad de Mexico,C57B66D6,1.0,name,mencion_ley_oficial
2F07FC1B_1520,Ley del Notariado para la Ciudad de Mexico,C57B66D6,1.0,name,mencion_ley_oficial
2F07FC1B_1594,Ley del Servicio Exterior Mexicano,E8471FA2,1.0,name,mencion_ley_oficial
2F07FC1B_1668,Ley de Instituciones de Asistencia Privada para el Distrito Federal,2926363C,1.0,name,mencion_ley_oficial
2F07FC1B_1915,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
2F07FC1B_1915,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
2F07FC1B_1926,LEY DE RESPONSABILIDAD PATRIMONIAL DEL DISTRITO FEDERAL,A38C6416,1.0,name,mencion_ley_oficial
2F07FC1B_2274,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
2F07FC1B_2448F,"Ley de Transparencia, Acceso a la Informacion Publica y Rendicion de Cuentas de la Ciudad de Mexico",95B2DA77,1.0,name,mencion_ley_oficial
2F07FC1B_2448F,Ley de Proteccion de Datos Personales en Posesion de Sujetos Obligados de la Ciudad de Mexico,71D41E18,1.0,name,mencion_ley_oficial
2F07FC1B_2605,Ley Federal del Trabajo,1E67C48A,1.0,name,mencion_ley_oficial
2F07FC1B_2695,Codigo de Comercio,CF38AF5C,1.0,name,mencion_ley_oficial
2F07FC1B_2993,Ley de Propiedad en Condominio de Inmuebles para el Distrito Federal,1845EF43,1.0,name,mencion_ley_oficial
2F07FC1B_3005,Ley de Justicia Alternativa del Tribunal Superior de Justicia para el Distrito Federal,79074395,1.0,name,mencion_ley_oficial
2F07FC1B_3011,Ley de Instituciones de Credito,4A2D5D21,1.0,name,mencion_ley_oficial
2F07FC1B_3011,Ley General de Organizaciones y Actividades Auxiliares del Credito,6D2285AC,1.0,name,mencion_ley_oficial
2F07FC1B_3011,Ley de Vias Generales de Comunicacion,38224465,1.0,name,mencion_ley_oficial
2F07FC1B_3043,Ley de Justicia Alternativa del Tribunal Superior de Justicia para el Distrito Federal,79074395,1.0,name,mencion_ley_oficial
2F07FC1B_3050,Ley Agraria,920654F4,1.0,name,mencion_ley_oficial
2F07FC1B_3071,Ley de Inversion Extranjera,F6C7762E,1.0,name,mencion_ley_oficial
9FF3A6AD_10,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
9FF3A6AD_10,Codigo Fiscal de la Ciudad de Mexico,04ABBAED,1.0,name,mencion_ley_oficial
9FF3A6AD_10,Ley de Procedimiento Administrativo de la Ciudad de Mexico,0FC021B6,1.0,name,mencion_ley_oficial
AC4167EA_2,Ley para la Celebracion de Espectaculos Publicos en la Ciudad de Mexico,0838354E,1.0,name,mencion_ley_oficial
AC4167EA_3,Ley para la Celebracion de Espectaculos Publicos en la Ciudad de Mexico,0838354E,1.0,name,mencion_ley_oficial
82606198_2,Ley para la Atencion Integral de las Personas con Sindrome de Down de la Ciudad de Mexico,82606198,1.0,name,mencion_ley_oficial
82606198_39,Ley Federal de Responsabilidades de los Servidores Publicos,5AC7EEE1,1.0,name,mencion_ley_oficial
D0D23E5F_1,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
D0D23E5F_1,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
D0D23E5F_1,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
D0D23E5F_1,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
D0D23E5F_5,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
D0D23E5F_5,Codigo Penal para el Distrito Federal,FC3F5431,1.0,name,mencion_ley_oficial
D0D23E5F_5,Constitucion Politica de los Estados Unidos Mexicanos,DC6DD9FF,1.0,name,mencion_ley_oficial
D0D23E5F_5,Ley Organica de la Fiscalia General de Justicia de la Ciudad de Mexico,D0D23E5F,1.0,name,mencion_ley_oficial
D0D23E5F_5,Ley General del Sistema Nacional de Seguridad Publica,F094F42B,1.0,name,mencion_ley_oficial
D0D23E5F_5,Ley Organica de la Fiscalia General de Justicia de la Ciudad de Mexico,D0D23E5F,1.0,name,mencion_ley_oficial
D0D23E5F_26,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
D0D23E5F_26,Ley General de Acceso de las Mujeres a una Vida Libre de Violencia,D271060E,1.0,name,mencion_ley_oficial
D0D23E5F_26,Ley de Acceso de las Mujeres a una vida Libre de Violencia de la Ciudad de Mexico,74FF23BF,1.0,name,mencion_ley_oficial
D0D23E5F_35,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
D0D23E5F_39BIS,Ley Organica del Congreso de la Ciudad de Mexico,E0F8B44C,1.0,name,mencion_ley_oficial
D0D23E5F_41,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
D0D23E5F_41,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
D0D23E5F_42,Ley Organica del Congreso de la Ciudad de Mexico,E0F8B44C,1.0,name,mencion_ley_oficial
D0D23E5F_42BIS,Constitucion Politica de la Ciudad de Mexico,234F69A3,1.0,name,mencion_ley_oficial
D0D23E5F_42BIS,Ley Organica del Congreso de la Ciudad de Mexico,E0F8B44C,1.0,name,mencion_ley_oficial
D0D23E5F_43,Ley Organica del Congreso de la Ciudad de Mexico,E0F8B44C,1.0,name,mencion_ley_oficial
D0D23E5F_57,Ley General en Materia de Delitos Electorales,99B88BFA,1.0,name,mencion_ley_oficial
D0D23E5F_60,Ley de Victimas para la Ciudad de Mexico,D95CE77C,1.0,name,mencion_ley_oficial
D0D23E5F_67,Ley Nacional de Mecanismos Alternativos de Solucion de Controversias en Materia Penal,8897BC5F,1.0,name,mencion_ley_oficial
D0D23E5F_67,Codigo Nacional de Procedimientos Penales,514773BB,1.0,name,mencion_ley_oficial
D0D23E5F_67,Ley Nacional de Mecanismos Alternativos de Solucion de Controversias en Materia Penal,8897BC5F,1.0,name,mencion_ley_oficial
D0D23E5F_67,Ley Nacional del Sistema Integral de Justicia Penal para Adolescentes,87B9C263,1.0,name,mencion_ley_oficial
D0D23E5F_76,Ley General del Sistema Nacional de Seguridad Publica,F094F42B,1.0,name,mencion_ley_oficial
D0D23E5F_76,Ley del Sistema de Seguridad Ciudadana de la Ciudad de Mexico,C538DBF3,1.0,name,mencion_ley_oficial
D0D23E5F_76,Ley de Responsabilidades Administrativas de la Ciudad de Mexico,491D6477,1.0,name,mencion_ley_oficial
D0D23E5F_89,Ley de Adquisiciones para el Distrito Federal,6DAE5BFB,1.0,name,mencion_ley_oficial
D0D23E5F_91,Ley General del Sistema Nacional de Seguridad Publica,F094F42B,1.0,name,mencion_ley_oficial
D0D23E5F_91,Ley del Sistema de Seguridad Ciudadana de la Ciudad de Mexico,C538DBF3,1.0,name,mencion_ley_oficial
