art_id,doc_id,type_of_relation,total_mentions
2833199A_2,98C6B489,mencion_codigo_general,1
3F66D749_1,98C6B489,mencion_codigo_general,1
3F66D749_8,98C6B489,mencion_codigo_general,1
3F66D749_10,98C6B489,mencion_codigo_general,1
3F66D749_10BIS,98C6B489,mencion_codigo_general,1
3F66D749_102,98C6B489,mencion_codigo_general,1
3F66D749_114BIS,98C6B489,mencion_codigo_general,1
3F66D749_176,35C270ED,mencion_codigo_general,1
491D6477_16,AC512D6A,mencion_codigo_general,2
491D6477_25,AC512D6A,mencion_codigo_general,1
491D6477_49,AC512D6A,mencion_codigo_general,1
F1B29F7E_5,35C270ED,mencion_codigo_general,1
C371528F_14,35C270ED,mencion_codigo_general,1
6DAE5BFB_12,35C270ED,mencion_codigo_general,1
702EE237_7,CF38AF5C,mencion_codigo_general,1
702EE237_59,35C270ED,mencion_codigo_general,1
702EE237_76,35C270ED,mencion_codigo_general,1
702EE237_81,35C270ED,mencion_codigo_general,1
702EE237_84,35C270ED,mencion_codigo_general,1
702EE237_89,35C270ED,mencion_codigo_general,1
702EE237_91,35C270ED,mencion_codigo_general,3
702EE237_105,35C270ED,mencion_codigo_general,3
702EE237_105,CF38AF5C,mencion_codigo_general,1
67567B88_276,35C270ED,mencion_codigo_general,1
67567B88_325,AC512D6A,mencion_codigo_general,1
2F07FC1B_51,35C270ED,mencion_codigo_general,1
2F07FC1B_98,35C270ED,mencion_codigo_general,1
2F07FC1B_206,35C270ED,mencion_codigo_general,1
2F07FC1B_275,35C270ED,mencion_codigo_general,1
2F07FC1B_282,35C270ED,mencion_codigo_general,1
2F07FC1B_323,35C270ED,mencion_codigo_general,1
2F07FC1B_403,35C270ED,mencion_codigo_general,1
2F07FC1B_416,35C270ED,mencion_codigo_general,1
2F07FC1B_416BIS,35C270ED,mencion_codigo_general,1
2F07FC1B_443,35C270ED,mencion_codigo_general,1
2F07FC1B_444,35C270ED,mencion_codigo_general,1
2F07FC1B_447,35C270ED,mencion_codigo_general,1
2F07FC1B_494C,35C270ED,mencion_codigo_general,1
2F07FC1B_513,35C270ED,mencion_codigo_general,1
2F07FC1B_742,35C270ED,mencion_codigo_general,1
2F07FC1B_1156,2F07FC1B,mencion_codigo_general,1
2F07FC1B_1712,35C270ED,mencion_codigo_general,1
2F07FC1B_1725,35C270ED,mencion_codigo_general,1
2F07FC1B_1750,35C270ED,mencion_codigo_general,1
2F07FC1B_1752,35C270ED,mencion_codigo_general,1
2F07FC1B_2118,35C270ED,mencion_codigo_general,1
2F07FC1B_2323,35C270ED,mencion_codigo_general,1
2F07FC1B_2325,35C270ED,mencion_codigo_general,1
2F07FC1B_2545,35C270ED,mencion_codigo_general,1
2F07FC1B_2882,35C270ED,mencion_codigo_general,1
2F07FC1B_2916,35C270ED,mencion_codigo_general,1
2F07FC1B_2965,35C270ED,mencion_codigo_general,1
2F07FC1B_2972,35C270ED,mencion_codigo_general,1
2F07FC1B_3039,35C270ED,mencion_codigo_general,1
2F07FC1B_3047,35C270ED,mencion_codigo_general,1
9FF3A6AD_21,35C270ED,mencion_codigo_general,1
D0D23E5F_76,AC512D6A,mencion_codigo_general,1
D0D23E5F_80,AC512D6A,mencion_codigo_general,1
D0D23E5F_101,AC512D6A,mencion_codigo_general,1
153125A4_3,35C270ED,mencion_codigo_general,1
153125A4_23,35C270ED,mencion_codigo_general,1
153125A4_33,35C270ED,mencion_codigo_general,1
153125A4_37,35C270ED,mencion_codigo_general,1
153125A4_47,35C270ED,mencion_codigo_general,1
153125A4_60,35C270ED,mencion_codigo_general,1
3F714625_7,9BCBA905,mencion_codigo_general,1
3F714625_38,9BCBA905,mencion_codigo_general,1
71CE1013_2,98C6B489,mencion_codigo_general,1
1845EF43_59,35C270ED,mencion_codigo_general,1
1845EF43_71,35C270ED,mencion_codigo_general,1
98C6B489_4,98C6B489,mencion_codigo_general,1
98C6B489_203,98C6B489,mencion_codigo_general,1
98C6B489_385,98C6B489,mencion_codigo_general,1
EEDDE287_68,AC512D6A,mencion_codigo_general,1
1CF89C01_28,AC512D6A,mencion_codigo_general,1
1CF89C01_90,98C6B489,mencion_codigo_general,1
74FF23BF_7,98C6B489,mencion_codigo_general,2
0635A949_112,35C270ED,mencion_codigo_general,1
604B2E0E_4,35C270ED,mencion_codigo_general,1
604B2E0E_83,35C270ED,mencion_codigo_general,1
604B2E0E_94,35C270ED,mencion_codigo_general,1
79188754_17,514773BB,mencion_codigo_general,1
B046D35E_3,35C270ED,mencion_codigo_general,1
4EF1658F_2,98C6B489,mencion_codigo_general,5
4EF1658F_16,98C6B489,mencion_codigo_general,1
8AB38F48_2,98C6B489,mencion_codigo_general,1
4BDFB9DB_12,35C270ED,mencion_codigo_general,1
71D41E18_7,35C270ED,mencion_codigo_general,1
783C9BC5_8,35C270ED,mencion_codigo_general,1
955199A7_2,98C6B489,mencion_codigo_general,1
483FF7A5_188,35C270ED,mencion_codigo_general,1
BF189D0A_18,35C270ED,mencion_codigo_general,1
F1D0E35F_24,35C270ED,mencion_codigo_general,1
492F14DC_4,35C270ED,mencion_codigo_general,1
492F14DC_19,AC512D6A,mencion_codigo_general,1
492F14DC_34,AC512D6A,mencion_codigo_general,1
C4AC6D85_6,AC512D6A,mencion_codigo_general,1
C4AC6D85_14,AC512D6A,mencion_codigo_general,1
C4AC6D85_92,AC512D6A,mencion_codigo_general,1
A92D78A0_3,35C270ED,mencion_codigo_general,1
A92D78A0_244,35C270ED,mencion_codigo_general,1
5439F880_2,98C6B489,mencion_codigo_general,1
9461E65F_6,35C270ED,mencion_codigo_general,1
37CC3CE1_61,35C270ED,mencion_codigo_general,1
44E613EB_5,AC512D6A,mencion_codigo_general,1
44E613EB_9,AC512D6A,mencion_codigo_general,1
80360428_4,35C270ED,mencion_codigo_general,1
86A036E5_6,AC512D6A,mencion_codigo_general,1
55FBF591_22,35C270ED,mencion_codigo_general,1
55FBF591_26,04ABBAED,mencion_codigo_general,1
6D6F29EF_7,35C270ED,mencion_codigo_general,1
47AE7E4F_3,35C270ED,mencion_codigo_general,1
47AE7E4F_4,98C6B489,mencion_codigo_general,1
B598BEAE_8,35C270ED,mencion_codigo_general,1
7265F3C3_2,98C6B489,mencion_codigo_general,2
2911478C_4,35C270ED,mencion_codigo_general,1
AA378A25_3,98C6B489,mencion_codigo_general,1
AA378A25_6,98C6B489,mencion_codigo_general,1
FDCBB84E_2,35C270ED,mencion_codigo_general,1
FDCBB84E_3,35C270ED,mencion_codigo_general,1
2926363C_15,35C270ED,mencion_codigo_general,1
2926363C_19,35C270ED,mencion_codigo_general,1
2926363C_23,35C270ED,mencion_codigo_general,1
53142DC1_4,35C270ED,mencion_codigo_general,1
C0A06B26_2,98C6B489,mencion_codigo_general,1
C0A06B26_4,35C270ED,mencion_codigo_general,1
C6C71CA0_12,35C270ED,mencion_codigo_general,1
0608221F_3,35C270ED,mencion_codigo_general,1
0608221F_121,35C270ED,mencion_codigo_general,1
95B2DA77_10,35C270ED,mencion_codigo_general,1
35C270ED_967,35C270ED,mencion_codigo_general,1
35C270ED_968,35C270ED,mencion_codigo_general,1
1D831B5C_21,35C270ED,mencion_codigo_general,1
13D9A1E2_1,AC512D6A,mencion_codigo_general,1
13D9A1E2_16,AC512D6A,mencion_codigo_general,1
13D9A1E2_16,13D9A1E2,mencion_codigo_general,1
277527A3_35,35C270ED,mencion_codigo_general,1
277527A3_44,35C270ED,mencion_codigo_general,1
A38C6416_25,35C270ED,mencion_codigo_general,1
9DEF584C_1,98C6B489,mencion_codigo_general,1
9DEF584C_2,98C6B489,mencion_codigo_general,1
CDE08356_2,98C6B489,mencion_codigo_general,1
CDE08356_52,2F07FC1B,mencion_codigo_general,1
9BCBA905_3,9BCBA905,mencion_codigo_general,1
0FC021B6_4,35C270ED,mencion_codigo_general,1
F81E96C7_3,35C270ED,mencion_codigo_general,1
B81C2F29_3,AC512D6A,mencion_codigo_general,1
A09725E8_59,35C270ED,mencion_codigo_general,1
A09725E8_102,35C270ED,mencion_codigo_general,1
81B02B58_1,35C270ED,mencion_codigo_general,1
1D958C03_6,6D6F29EF,mencion_reglamento_general,1
660CBA22_45,6D0C4493,mencion_reglamento_general,1
D61F4C69_2,44022C97,mencion_reglamento_general,1
D61F4C69_48,7566EC96,mencion_reglamento_general,1
D61F4C69_56,44022C97,mencion_reglamento_general,1
D61F4C69_100,44022C97,mencion_reglamento_general,1
D61F4C69_104,44022C97,mencion_reglamento_general,1
69638137_3,69638137,mencion_reglamento_general,1
E0644EAF_59,057212A0,mencion_reglamento_general,1
3A2C8488_2,44022C97,mencion_reglamento_general,1
3A2C8488_5BIS,44022C97,mencion_reglamento_general,1
3A2C8488_96,44022C97,mencion_reglamento_general,1
293D2FA5_46,293D2FA5,mencion_reglamento_general,1
EDEA48F4_2,EDEA48F4,mencion_reglamento_general,1
F85A3C2E_3,44022C97,mencion_reglamento_general,2
BD22E724_37,057212A0,mencion_reglamento_general,1
BD22E724_196,057212A0,mencion_reglamento_general,1
BD22E724_231,C765C1AD,mencion_reglamento_general,1
BD22E724_324,6D6F29EF,mencion_reglamento_general,1
2F07FC1B_54,4198B460,mencion_reglamento_general,2
2F07FC1B_55,4198B460,mencion_reglamento_general,2
2F07FC1B_97,4198B460,mencion_reglamento_general,1
2F07FC1B_98,4198B460,mencion_reglamento_general,1
2F07FC1B_135BIS,4198B460,mencion_reglamento_general,1
2F07FC1B_137,4198B460,mencion_reglamento_general,1
2F07FC1B_138BIS,4198B460,mencion_reglamento_general,1
2F07FC1B_951,1D831B5C,mencion_reglamento_general,1
AC4167EA_3,AC4167EA,mencion_reglamento_general,1
B26FC198_2,B26FC198,mencion_reglamento_general,1
D0D23E5F_70,ACACDF9F,mencion_reglamento_general,1
BDDCC357_3,BDDCC357,mencion_reglamento_general,1
7566EC96_2,6D6F29EF,mencion_reglamento_general,1
7566EC96_6,6D6F29EF,mencion_reglamento_general,1
7566EC96_55,44022C97,mencion_reglamento_general,1
5443E289_5,6D6F29EF,mencion_reglamento_general,1
A3D6BE07_4,1E1110C3,mencion_reglamento_general,1
1C73B492_54,3A1AB6C3,mencion_reglamento_general,1
3F714625_106,3F714625,mencion_reglamento_general,1
3F714625_204,3A1AB6C3,mencion_reglamento_general,1
71CE1013_29,3F714625,mencion_reglamento_general,1
71CE1013_92,0608221F,mencion_reglamento_general,1
71CE1013_192,0608221F,mencion_reglamento_general,1
7C5E7A9B_3,057212A0,mencion_reglamento_general,1
F5B39E56_33,057212A0,mencion_reglamento_general,2
F5B39E56_34,057212A0,mencion_reglamento_general,1
F5B39E56_56QUINQUIES,6D0C4493,mencion_reglamento_general,1
F5B39E56_72,22F74C46,mencion_reglamento_general,1
1845EF43_25,44022C97,mencion_reglamento_general,1
E7942A22_4,EE81F662,mencion_reglamento_general,1
FB6CCCAE_4,2155A245,mencion_reglamento_general,1
98C6B489_4,8AB38F48,mencion_reglamento_general,1
98C6B489_66,8AB38F48,mencion_reglamento_general,1
98C6B489_66,2833199A,mencion_reglamento_general,1
98C6B489_66,AA378A25,mencion_reglamento_general,1
98C6B489_66,C0A06B26,mencion_reglamento_general,1
98C6B489_399,1D831B5C,mencion_reglamento_general,1
74FF23BF_7,C22DAF01,mencion_reglamento_general,1
BA76459A_94QUATER,44022C97,mencion_reglamento_general,3
BA76459A_106,44022C97,mencion_reglamento_general,1
E4E904B7_38,E4E904B7,mencion_reglamento_general,1
44022C97_177,44022C97,mencion_reglamento_general,1
44022C97_180,44022C97,mencion_reglamento_general,1
44022C97_189,057212A0,mencion_reglamento_general,1
44022C97_244,6D6F29EF,mencion_reglamento_general,1
44022C97_251,6D6F29EF,mencion_reglamento_general,1
44EE672D_2,483FF7A5,mencion_reglamento_general,1
44EE672D_2,6D6F29EF,mencion_reglamento_general,1
44EE672D_2,D61F4C69,mencion_reglamento_general,1
44EE672D_3,44022C97,mencion_reglamento_general,1
44EE672D_111,44022C97,mencion_reglamento_general,1
44EE672D_121,44022C97,mencion_reglamento_general,1
2BE6C2B6_47,6D6F29EF,mencion_reglamento_general,1
2BE6C2B6_48,6D6F29EF,mencion_reglamento_general,1
F0AAC398_2,F0AAC398,mencion_reglamento_general,1
604B2E0E_5,F5CAFBB3,mencion_reglamento_general,1
604B2E0E_13,F5CAFBB3,mencion_reglamento_general,1
604B2E0E_19,F5CAFBB3,mencion_reglamento_general,1
C22DAF01_124,057212A0,mencion_reglamento_general,1
A04416EA_108,44022C97,mencion_reglamento_general,2
4198B460_125,B517CD98,mencion_reglamento_general,1
D04FE2A2_23,C0A06B26,mencion_reglamento_general,1
9CC6DE10_2,D61F4C69,mencion_reglamento_general,1
9CC6DE10_3,44022C97,mencion_reglamento_general,2
9CC6DE10_8,44022C97,mencion_reglamento_general,1
9CC6DE10_9,D61F4C69,mencion_reglamento_general,1
9CC6DE10_12,D61F4C69,mencion_reglamento_general,1
22F74C46_4,22F74C46,mencion_reglamento_general,1
7B5916CD_68,7B5916CD,mencion_reglamento_general,1
4732E043_18,44022C97,mencion_reglamento_general,1
4732E043_19,44022C97,mencion_reglamento_general,1
4732E043_23,44022C97,mencion_reglamento_general,1
8AB38F48_2,8AB38F48,mencion_reglamento_general,1
8AB38F48_15,8AB38F48,mencion_reglamento_general,1
AB7E579F_7,AB7E579F,mencion_reglamento_general,1
B848E072_8BIS10,1D831B5C,mencion_reglamento_general,1
FD7BC6D0_3,91D4E6C7,mencion_reglamento_general,1
483FF7A5_151,E886EA4D,mencion_reglamento_general,1
483FF7A5_154,E886EA4D,mencion_reglamento_general,1
B91AA4E5_4,69638137,mencion_reglamento_general,1
C24F3487_19,E9B771EC,mencion_reglamento_general,1
C24F3487_28,0608221F,mencion_reglamento_general,1
3A1AB6C3_4,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_9,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_20,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_33,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_38,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_42,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_43,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_50,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_55,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_56,3A1AB6C3,mencion_reglamento_general,1
3A1AB6C3_60,3A1AB6C3,mencion_reglamento_general,1
F1D0E35F_2,C6C71CA0,mencion_reglamento_general,1
C4AC6D85_51,C4AC6D85,mencion_reglamento_general,1
A92D78A0_26,483FF7A5,mencion_reglamento_general,1
A92D78A0_90,057212A0,mencion_reglamento_general,1
A92D78A0_202,44022C97,mencion_reglamento_general,1
A92D78A0_205,44022C97,mencion_reglamento_general,1
A92D78A0_216,057212A0,mencion_reglamento_general,1
A92D78A0_227,057212A0,mencion_reglamento_general,1
A92D78A0_244,6D6F29EF,mencion_reglamento_general,1
5439F880_2,8AB38F48,mencion_reglamento_general,1
5439F880_2,AA378A25,mencion_reglamento_general,1
5439F880_32,5A23E031,mencion_reglamento_general,1
D6247448_40,44022C97,mencion_reglamento_general,1
057212A0_1,C6E9B915,mencion_reglamento_general,1
62CDA32A_55,AB7E579F,mencion_reglamento_general,1
62CDA32A_79TER,62CDA32A,mencion_reglamento_general,1
62CDA32A_79SEPTIES,62CDA32A,mencion_reglamento_general,1
62CDA32A_121,62CDA32A,mencion_reglamento_general,2
7A000A5D_15,6D6F29EF,mencion_reglamento_general,1
298E1252_25,44022C97,mencion_reglamento_general,1
298E1252_58,9CC6DE10,mencion_reglamento_general,1
298E1252_60,44022C97,mencion_reglamento_general,1
298E1252_64,9CC6DE10,mencion_reglamento_general,1
298E1252_67,66878C98,mencion_reglamento_general,1
0A60CDC9_4,6D6F29EF,mencion_reglamento_general,1
0A60CDC9_32,1D958C03,mencion_reglamento_general,1
A178085C_3,A178085C,mencion_reglamento_general,1
3073B993_2,3073B993,mencion_reglamento_general,1
3073B993_3,3073B993,mencion_reglamento_general,1
3073B993_15,3073B993,mencion_reglamento_general,1
3073B993_23,3073B993,mencion_reglamento_general,1
56C2ACF9_2,56C2ACF9,mencion_reglamento_general,1
926E4541_28,6A61C2CC,mencion_reglamento_general,1
1786AC42_2,1786AC42,mencion_reglamento_general,1
55FBF591_2,55FBF591,mencion_reglamento_general,1
55FBF591_5,55FBF591,mencion_reglamento_general,1
55FBF591_6,55FBF591,mencion_reglamento_general,3
55FBF591_7,55FBF591,mencion_reglamento_general,1
55FBF591_11,55FBF591,mencion_reglamento_general,1
55FBF591_16,55FBF591,mencion_reglamento_general,1
55FBF591_20,55FBF591,mencion_reglamento_general,1
55FBF591_21,55FBF591,mencion_reglamento_general,1
55FBF591_22,55FBF591,mencion_reglamento_general,1
55FBF591_23,55FBF591,mencion_reglamento_general,1
55FBF591_26,55FBF591,mencion_reglamento_general,1
55FBF591_27,55FBF591,mencion_reglamento_general,1
55FBF591_29,55FBF591,mencion_reglamento_general,2
55FBF591_30,55FBF591,mencion_reglamento_general,1
55FBF591_31,55FBF591,mencion_reglamento_general,1
55FBF591_33,55FBF591,mencion_reglamento_general,1
55FBF591_36,55FBF591,mencion_reglamento_general,1
55FBF591_39,55FBF591,mencion_reglamento_general,1
55FBF591_41,55FBF591,mencion_reglamento_general,1
55FBF591_42,55FBF591,mencion_reglamento_general,1
55FBF591_43,55FBF591,mencion_reglamento_general,1
55FBF591_45,55FBF591,mencion_reglamento_general,1
55FBF591_47,55FBF591,mencion_reglamento_general,1
55FBF591_49,55FBF591,mencion_reglamento_general,3
55FBF591_53,55FBF591,mencion_reglamento_general,1
55FBF591_55,55FBF591,mencion_reglamento_general,1
55FBF591_56,55FBF591,mencion_reglamento_general,1
55FBF591_57,55FBF591,mencion_reglamento_general,1
55FBF591_58,55FBF591,mencion_reglamento_general,1
55FBF591_60,55FBF591,mencion_reglamento_general,1
55FBF591_61,55FBF591,mencion_reglamento_general,1
55FBF591_63,55FBF591,mencion_reglamento_general,1
55FBF591_65,55FBF591,mencion_reglamento_general,1
55FBF591_66,55FBF591,mencion_reglamento_general,1
55FBF591_68,55FBF591,mencion_reglamento_general,1
55FBF591_69,55FBF591,mencion_reglamento_general,1
55FBF591_70,55FBF591,mencion_reglamento_general,1
55FBF591_71,55FBF591,mencion_reglamento_general,1
55FBF591_72,55FBF591,mencion_reglamento_general,1
55FBF591_73,55FBF591,mencion_reglamento_general,1
55FBF591_75,55FBF591,mencion_reglamento_general,1
55FBF591_77,55FBF591,mencion_reglamento_general,1
55FBF591_78,55FBF591,mencion_reglamento_general,2
55FBF591_79,55FBF591,mencion_reglamento_general,1
55FBF591_82,55FBF591,mencion_reglamento_general,2
55FBF591_83,55FBF591,mencion_reglamento_general,1
55FBF591_84,55FBF591,mencion_reglamento_general,2
55FBF591_85,55FBF591,mencion_reglamento_general,1
55FBF591_86,55FBF591,mencion_reglamento_general,2
55FBF591_87,55FBF591,mencion_reglamento_general,1
55FBF591_88,55FBF591,mencion_reglamento_general,2
55FBF591_92,55FBF591,mencion_reglamento_general,1
55FBF591_95,55FBF591,mencion_reglamento_general,1
55FBF591_100,55FBF591,mencion_reglamento_general,1
55FBF591_107,55FBF591,mencion_reglamento_general,1
55FBF591_112,55FBF591,mencion_reglamento_general,1
55FBF591_117,55FBF591,mencion_reglamento_general,1
55FBF591_120,55FBF591,mencion_reglamento_general,1
55FBF591_124,55FBF591,mencion_reglamento_general,1
55FBF591_127,55FBF591,mencion_reglamento_general,1
55FBF591_129,55FBF591,mencion_reglamento_general,1
55FBF591_135,55FBF591,mencion_reglamento_general,1
55FBF591_137,55FBF591,mencion_reglamento_general,1
BF99723E_2,761B96F3,mencion_reglamento_general,1
BF99723E_2,BF99723E,mencion_reglamento_general,1
BF99723E_7,761B96F3,mencion_reglamento_general,1
0565BA1A_2,D1B350E3,mencion_reglamento_general,1
D26A0A36_77,CDA77D5A,mencion_reglamento_general,1
C898E859_48,6D6F29EF,mencion_reglamento_general,1
807464C1_2,807464C1,mencion_reglamento_general,1
91D4E6C7_12,44022C97,mencion_reglamento_general,1
91D4E6C7_17,44022C97,mencion_reglamento_general,1
B598BEAE_29,44022C97,mencion_reglamento_general,2
AAC60D93_2,AAC60D93,mencion_reglamento_general,1
4475B197_4,4475B197,mencion_reglamento_general,1
C9E1800E_2,C24F3487,mencion_reglamento_general,1
6B27E62A_2,D1B350E3,mencion_reglamento_general,1
0A1E629F_3,0A1E629F,mencion_reglamento_general,1
AA378A25_6,AA378A25,mencion_reglamento_general,1
BF2515FB_4,78266F48,mencion_reglamento_general,1
BF2515FB_8,6D6F29EF,mencion_reglamento_general,1
BF2515FB_9,6D6F29EF,mencion_reglamento_general,1
BF2515FB_42,44022C97,mencion_reglamento_general,1
990D57BF_7,D61F4C69,mencion_reglamento_general,1
990D57BF_9,B848E072,mencion_reglamento_general,1
990D57BF_32,057212A0,mencion_reglamento_general,1
990D57BF_34,D61F4C69,mencion_reglamento_general,1
5B0B6BFB_12,44022C97,mencion_reglamento_general,1
5B0B6BFB_29,057212A0,mencion_reglamento_general,1
EB5F4907_97,E0A07F07,mencion_reglamento_general,1
B6DF65EC_10,44022C97,mencion_reglamento_general,1
B6DF65EC_30,6D6F29EF,mencion_reglamento_general,1
B6DF65EC_31,44022C97,mencion_reglamento_general,1
B6DF65EC_31BIS,44022C97,mencion_reglamento_general,1
B6DF65EC_34,7566EC96,mencion_reglamento_general,1
B6DF65EC_59,6D6F29EF,mencion_reglamento_general,1
2827D88F_3,761B96F3,mencion_reglamento_general,1
2827D88F_59,761B96F3,mencion_reglamento_general,1
87EDE287_120,057212A0,mencion_reglamento_general,1
87EDE287_227,AC608F11,mencion_reglamento_general,1
87EDE287_343,0391446D,mencion_reglamento_general,1
0608221F_4,0608221F,mencion_reglamento_general,1
6A61C2CC_22,6A61C2CC,mencion_reglamento_general,1
2DC6EAD9_2,2DC6EAD9,mencion_reglamento_general,1
9DCF2D5E_2,F539C40E,mencion_reglamento_general,1
0D48B582_3,057212A0,mencion_reglamento_general,1
0D48B582_23,057212A0,mencion_reglamento_general,1
0D48B582_37,057212A0,mencion_reglamento_general,1
0D48B582_64,057212A0,mencion_reglamento_general,1
7F6D0F4B_2,7F6D0F4B,mencion_reglamento_general,1
325CA4D7_58BIS,6D6F29EF,mencion_reglamento_general,1
CE7E985D_76,6D6F29EF,mencion_reglamento_general,1
B517CD98_9,B517CD98,mencion_reglamento_general,1
B517CD98_68,44022C97,mencion_reglamento_general,1
B517CD98_71,44022C97,mencion_reglamento_general,1
B517CD98_76,44022C97,mencion_reglamento_general,1
B517CD98_80,44022C97,mencion_reglamento_general,1
B517CD98_85,44022C97,mencion_reglamento_general,1
B517CD98_88,44022C97,mencion_reglamento_general,1
B517CD98_89,44022C97,mencion_reglamento_general,1
F4E0870D_8,55FBF591,mencion_reglamento_general,1
71029770_3,E0644EAF,mencion_reglamento_general,1
78266F48_46,44022C97,mencion_reglamento_general,1
78266F48_55,44EE672D,mencion_reglamento_general,1
78266F48_79,44022C97,mencion_reglamento_general,1
CDE08356_4,5A23E031,mencion_reglamento_general,2
E8F2DF9A_81,6D6F29EF,mencion_reglamento_general,1
0838354E_25,44022C97,mencion_reglamento_general,1
0838354E_58,9CC6DE10,mencion_reglamento_general,1
0838354E_60,44022C97,mencion_reglamento_general,1
0838354E_64,9CC6DE10,mencion_reglamento_general,1
0838354E_67,66878C98,mencion_reglamento_general,1
0FC021B6_14BIS,44022C97,mencion_reglamento_general,1
6D963B8E_40,057212A0,mencion_reglamento_general,2
6D963B8E_40,C22DAF01,mencion_reglamento_general,1
92EE34C3_3,62CDA32A,mencion_reglamento_general,1
92EE34C3_7,62CDA32A,mencion_reglamento_general,1
92EE34C3_12,62CDA32A,mencion_reglamento_general,1
92EE34C3_25,62CDA32A,mencion_reglamento_general,1
0C17331C_2,0C17331C,mencion_reglamento_general,1
8CDA7AB3_2,44022C97,mencion_reglamento_general,1
8CDA7AB3_20BIS,44022C97,mencion_reglamento_general,1
AB78FCA2_3,AB78FCA2,mencion_reglamento_general,1
B9F4888D_3,057212A0,mencion_reglamento_general,1
B9F4888D_3,44022C97,mencion_reglamento_general,1
AF96B37C_6,87EDE287,mencion_reglamento_general,1
AF96B37C_110,F1607746,mencion_reglamento_general,1
81B02B58_154,44022C97,mencion_reglamento_general,2
D73158BE_101,6D6F29EF,mencion_reglamento_general,1
37159EFC_19,807464C1,mencion_reglamento,1
3A2C8488_168,D61F4C69,mencion_reglamento,1
C57B66D6_92,D2CE6E11,mencion_reglamento,1
C57B66D6_100,D2CE6E11,mencion_reglamento,1
6DAE5BFB_20,47C1641A,mencion_reglamento,3
6DAE5BFB_21BIS,47C1641A,mencion_reglamento,1
6DAE5BFB_22,47C1641A,mencion_reglamento,1
6DAE5BFB_70,47C1641A,mencion_reglamento,1
67567B88_25,D73158BE,mencion_reglamento,1
67567B88_34,D73158BE,mencion_reglamento,1
67567B88_43,D73158BE,mencion_reglamento,1
67567B88_57,D73158BE,mencion_reglamento,1
67567B88_106,D73158BE,mencion_reglamento,1
67567B88_200,D73158BE,mencion_reglamento,1
67567B88_269,D73158BE,mencion_reglamento,2
67567B88_296,D73158BE,mencion_reglamento,1
D0D23E5F_33,55FBF591,mencion_reglamento,1
D0D23E5F_34,55FBF591,mencion_reglamento,1
D0D23E5F_35,55FBF591,mencion_reglamento,1
D0D23E5F_46,55FBF591,mencion_reglamento,1
D0D23E5F_48,55FBF591,mencion_reglamento,1
D0D23E5F_50,55FBF591,mencion_reglamento,1
D0D23E5F_63,55FBF591,mencion_reglamento,1
D0D23E5F_65,55FBF591,mencion_reglamento,2
D0D23E5F_70,55FBF591,mencion_reglamento,1
D0D23E5F_76,55FBF591,mencion_reglamento,1
D0D23E5F_78,55FBF591,mencion_reglamento,1
D0D23E5F_79,55FBF591,mencion_reglamento,1
D0D23E5F_100,55FBF591,mencion_reglamento,1
93D6E7AD_21,49951E1A,mencion_reglamento,1
D6164805_15,66878C98,mencion_reglamento,1
D6164805_20,66878C98,mencion_reglamento,1
D6164805_31,66878C98,mencion_reglamento,1
5443E289_51,E0644EAF,mencion_reglamento,1
A3D6BE07_10,1E1110C3,mencion_reglamento,1
A3D6BE07_11,1E1110C3,mencion_reglamento,1
A3D6BE07_12,1E1110C3,mencion_reglamento,1
153125A4_21,F81E96C7,mencion_reglamento,1
1845EF43_53,1D831B5C,mencion_reglamento,1
FB6CCCAE_105,2155A245,mencion_reglamento,1
FB6CCCAE_106,2155A245,mencion_reglamento,1
74FF23BF_17,768F07C4,mencion_reglamento,1
74FF23BF_22,768F07C4,mencion_reglamento,1
74FF23BF_23,768F07C4,mencion_reglamento,1
74FF23BF_24,768F07C4,mencion_reglamento,1
74FF23BF_25,768F07C4,mencion_reglamento,1
74FF23BF_26,768F07C4,mencion_reglamento,1
74FF23BF_32,768F07C4,mencion_reglamento,1
74FF23BF_35,768F07C4,mencion_reglamento,1
74FF23BF_36,768F07C4,mencion_reglamento,1
74FF23BF_37,768F07C4,mencion_reglamento,1
74FF23BF_39,768F07C4,mencion_reglamento,1
74FF23BF_42,768F07C4,mencion_reglamento,1
74FF23BF_48,768F07C4,mencion_reglamento,1
BA76459A_3,483FF7A5,mencion_reglamento,2
BA76459A_7,483FF7A5,mencion_reglamento,4
BA76459A_8,483FF7A5,mencion_reglamento,6
BA76459A_58,483FF7A5,mencion_reglamento,2
BA76459A_64,483FF7A5,mencion_reglamento,2
BA76459A_94BIS,483FF7A5,mencion_reglamento,1
D210670F_9,868D8A4A,mencion_reglamento,1
79188754_4,660CBA22,mencion_reglamento,1
79188754_24,660CBA22,mencion_reglamento,1
79188754_31,660CBA22,mencion_reglamento,2
