art_id,type_of_relation,doc_id
B18633D0_33,art_parte_doc,B18633D0
B18633D0_34,art_parte_doc,B18633D0
B18633D0_35,art_parte_doc,B18633D0
B18633D0_36,art_parte_doc,B18633D0
B18633D0_37,art_parte_doc,B18633D0
B18633D0_38,art_parte_doc,B18633D0
B18633D0_39,art_parte_doc,B18633D0
B18633D0_40,art_parte_doc,B18633D0
B18633D0_41,art_parte_doc,B18633D0
B18633D0_42,art_parte_doc,B18633D0
B18633D0_43,art_parte_doc,B18633D0
B18633D0_44,art_parte_doc,B18633D0
B18633D0_45,art_parte_doc,B18633D0
B18633D0_46,art_parte_doc,B18633D0
B18633D0_47,art_parte_doc,B18633D0
B18633D0_48,art_parte_doc,B18633D0
B18633D0_49,art_parte_doc,B18633D0
B18633D0_50,art_parte_doc,B18633D0
B18633D0_51,art_parte_doc,B18633D0
B18633D0_TRANS,art_parte_doc,B18633D0
5443E289_1,art_parte_doc,5443E289
5443E289_2,art_parte_doc,5443E289
5443E289_3,art_parte_doc,5443E289
5443E289_4,art_parte_doc,5443E289
5443E289_5,art_parte_doc,5443E289
5443E289_6,art_parte_doc,5443E289
5443E289_7,art_parte_doc,5443E289
5443E289_8,art_parte_doc,5443E289
5443E289_9,art_parte_doc,5443E289
5443E289_10,art_parte_doc,5443E289
5443E289_11,art_parte_doc,5443E289
5443E289_12,art_parte_doc,5443E289
5443E289_13,art_parte_doc,5443E289
5443E289_14,art_parte_doc,5443E289
5443E289_15,art_parte_doc,5443E289
5443E289_16,art_parte_doc,5443E289
5443E289_17,art_parte_doc,5443E289
5443E289_18,art_parte_doc,5443E289
5443E289_19,art_parte_doc,5443E289
5443E289_20,art_parte_doc,5443E289
5443E289_21,art_parte_doc,5443E289
5443E289_22,art_parte_doc,5443E289
5443E289_23,art_parte_doc,5443E289
5443E289_24,art_parte_doc,5443E289
5443E289_25,art_parte_doc,5443E289
5443E289_26,art_parte_doc,5443E289
5443E289_27,art_parte_doc,5443E289
5443E289_28,art_parte_doc,5443E289
5443E289_29,art_parte_doc,5443E289
5443E289_30,art_parte_doc,5443E289
5443E289_31,art_parte_doc,5443E289
5443E289_32,art_parte_doc,5443E289
5443E289_33,art_parte_doc,5443E289
5443E289_34,art_parte_doc,5443E289
5443E289_35,art_parte_doc,5443E289
5443E289_36,art_parte_doc,5443E289
5443E289_36BIS,art_parte_doc,5443E289
5443E289_37,art_parte_doc,5443E289
5443E289_37BIS,art_parte_doc,5443E289
5443E289_38,art_parte_doc,5443E289
5443E289_39,art_parte_doc,5443E289
5443E289_40,art_parte_doc,5443E289
5443E289_41,art_parte_doc,5443E289
5443E289_42,art_parte_doc,5443E289
5443E289_43,art_parte_doc,5443E289
5443E289_44,art_parte_doc,5443E289
5443E289_45,art_parte_doc,5443E289
5443E289_46,art_parte_doc,5443E289
5443E289_47,art_parte_doc,5443E289
5443E289_48,art_parte_doc,5443E289
5443E289_49,art_parte_doc,5443E289
5443E289_50,art_parte_doc,5443E289
5443E289_51,art_parte_doc,5443E289
5443E289_52,art_parte_doc,5443E289
5443E289_53,art_parte_doc,5443E289
5443E289_54,art_parte_doc,5443E289
5443E289_55,art_parte_doc,5443E289
5443E289_56,art_parte_doc,5443E289
5443E289_57,art_parte_doc,5443E289
5443E289_58,art_parte_doc,5443E289
5443E289_59,art_parte_doc,5443E289
5443E289_60,art_parte_doc,5443E289
5443E289_61,art_parte_doc,5443E289
5443E289_62,art_parte_doc,5443E289
5443E289_63,art_parte_doc,5443E289
5443E289_64,art_parte_doc,5443E289
5443E289_65,art_parte_doc,5443E289
5443E289_66,art_parte_doc,5443E289
5443E289_67,art_parte_doc,5443E289
5443E289_68,art_parte_doc,5443E289
5443E289_TRANS,art_parte_doc,5443E289
A3D6BE07_1,art_parte_doc,A3D6BE07
A3D6BE07_2,art_parte_doc,A3D6BE07
A3D6BE07_3,art_parte_doc,A3D6BE07
A3D6BE07_4,art_parte_doc,A3D6BE07
A3D6BE07_5,art_parte_doc,A3D6BE07
A3D6BE07_6,art_parte_doc,A3D6BE07
A3D6BE07_7,art_parte_doc,A3D6BE07
A3D6BE07_8,art_parte_doc,A3D6BE07
A3D6BE07_9,art_parte_doc,A3D6BE07
A3D6BE07_10,art_parte_doc,A3D6BE07
A3D6BE07_11,art_parte_doc,A3D6BE07
A3D6BE07_12,art_parte_doc,A3D6BE07
A3D6BE07_13,art_parte_doc,A3D6BE07
A3D6BE07_14,art_parte_doc,A3D6BE07
A3D6BE07_15,art_parte_doc,A3D6BE07
A3D6BE07_16,art_parte_doc,A3D6BE07
A3D6BE07_17,art_parte_doc,A3D6BE07
A3D6BE07_17BIS,art_parte_doc,A3D6BE07
A3D6BE07_18,art_parte_doc,A3D6BE07
A3D6BE07_19,art_parte_doc,A3D6BE07
A3D6BE07_20,art_parte_doc,A3D6BE07
A3D6BE07_21,art_parte_doc,A3D6BE07
A3D6BE07_22,art_parte_doc,A3D6BE07
A3D6BE07_23,art_parte_doc,A3D6BE07
A3D6BE07_24,art_parte_doc,A3D6BE07
A3D6BE07_25,art_parte_doc,A3D6BE07
A3D6BE07_26,art_parte_doc,A3D6BE07
A3D6BE07_27,art_parte_doc,A3D6BE07
A3D6BE07_28,art_parte_doc,A3D6BE07
A3D6BE07_29,art_parte_doc,A3D6BE07
A3D6BE07_TRANS,art_parte_doc,A3D6BE07
71C56206_1,art_parte_doc,71C56206
71C56206_2,art_parte_doc,71C56206
71C56206_3,art_parte_doc,71C56206
71C56206_4,art_parte_doc,71C56206
71C56206_5,art_parte_doc,71C56206
71C56206_6,art_parte_doc,71C56206
71C56206_7,art_parte_doc,71C56206
71C56206_8,art_parte_doc,71C56206
71C56206_9,art_parte_doc,71C56206
71C56206_10,art_parte_doc,71C56206
71C56206_11,art_parte_doc,71C56206
71C56206_12,art_parte_doc,71C56206
71C56206_13,art_parte_doc,71C56206
71C56206_14,art_parte_doc,71C56206
71C56206_15,art_parte_doc,71C56206
71C56206_15BIS,art_parte_doc,71C56206
71C56206_16,art_parte_doc,71C56206
71C56206_17,art_parte_doc,71C56206
71C56206_18,art_parte_doc,71C56206
71C56206_19,art_parte_doc,71C56206
71C56206_20,art_parte_doc,71C56206
71C56206_21,art_parte_doc,71C56206
71C56206_22,art_parte_doc,71C56206
71C56206_23,art_parte_doc,71C56206
71C56206_24,art_parte_doc,71C56206
71C56206_25,art_parte_doc,71C56206
71C56206_26,art_parte_doc,71C56206
71C56206_27,art_parte_doc,71C56206
71C56206_28,art_parte_doc,71C56206
71C56206_29,art_parte_doc,71C56206
71C56206_30,art_parte_doc,71C56206
71C56206_31,art_parte_doc,71C56206
71C56206_32,art_parte_doc,71C56206
71C56206_33,art_parte_doc,71C56206
71C56206_34,art_parte_doc,71C56206
71C56206_35,art_parte_doc,71C56206
71C56206_36,art_parte_doc,71C56206
71C56206_37,art_parte_doc,71C56206
71C56206_38,art_parte_doc,71C56206
71C56206_39,art_parte_doc,71C56206
71C56206_40,art_parte_doc,71C56206
71C56206_41,art_parte_doc,71C56206
71C56206_42,art_parte_doc,71C56206
71C56206_43,art_parte_doc,71C56206
71C56206_44,art_parte_doc,71C56206
71C56206_45,art_parte_doc,71C56206
71C56206_46,art_parte_doc,71C56206
71C56206_47,art_parte_doc,71C56206
71C56206_48,art_parte_doc,71C56206
71C56206_49,art_parte_doc,71C56206
71C56206_50,art_parte_doc,71C56206
71C56206_51,art_parte_doc,71C56206
71C56206_52,art_parte_doc,71C56206
71C56206_53,art_parte_doc,71C56206
71C56206_54,art_parte_doc,71C56206
71C56206_55,art_parte_doc,71C56206
71C56206_56,art_parte_doc,71C56206
71C56206_57,art_parte_doc,71C56206
71C56206_58,art_parte_doc,71C56206
71C56206_59,art_parte_doc,71C56206
71C56206_60,art_parte_doc,71C56206
71C56206_61,art_parte_doc,71C56206
71C56206_62,art_parte_doc,71C56206
71C56206_63,art_parte_doc,71C56206
71C56206_64,art_parte_doc,71C56206
71C56206_65,art_parte_doc,71C56206
71C56206_66,art_parte_doc,71C56206
71C56206_67,art_parte_doc,71C56206
71C56206_68,art_parte_doc,71C56206
71C56206_69,art_parte_doc,71C56206
71C56206_70,art_parte_doc,71C56206
71C56206_71,art_parte_doc,71C56206
71C56206_72,art_parte_doc,71C56206
71C56206_73,art_parte_doc,71C56206
71C56206_74,art_parte_doc,71C56206
71C56206_75,art_parte_doc,71C56206
71C56206_76,art_parte_doc,71C56206
71C56206_77,art_parte_doc,71C56206
71C56206_78,art_parte_doc,71C56206
71C56206_79,art_parte_doc,71C56206
71C56206_80,art_parte_doc,71C56206
71C56206_81,art_parte_doc,71C56206
71C56206_82,art_parte_doc,71C56206
71C56206_TRANS,art_parte_doc,71C56206
1C73B492_1,art_parte_doc,1C73B492
1C73B492_2,art_parte_doc,1C73B492
1C73B492_3,art_parte_doc,1C73B492
1C73B492_4,art_parte_doc,1C73B492
1C73B492_5,art_parte_doc,1C73B492
1C73B492_6,art_parte_doc,1C73B492
1C73B492_7,art_parte_doc,1C73B492
1C73B492_8,art_parte_doc,1C73B492
1C73B492_9,art_parte_doc,1C73B492
1C73B492_10,art_parte_doc,1C73B492
1C73B492_11,art_parte_doc,1C73B492
1C73B492_12,art_parte_doc,1C73B492
1C73B492_13,art_parte_doc,1C73B492
1C73B492_14,art_parte_doc,1C73B492
1C73B492_15,art_parte_doc,1C73B492
1C73B492_16,art_parte_doc,1C73B492
1C73B492_17,art_parte_doc,1C73B492
1C73B492_18,art_parte_doc,1C73B492
1C73B492_19,art_parte_doc,1C73B492
1C73B492_20,art_parte_doc,1C73B492
1C73B492_21,art_parte_doc,1C73B492
1C73B492_22,art_parte_doc,1C73B492
1C73B492_23,art_parte_doc,1C73B492
1C73B492_24,art_parte_doc,1C73B492
1C73B492_28,art_parte_doc,1C73B492
1C73B492_29,art_parte_doc,1C73B492
1C73B492_30,art_parte_doc,1C73B492
1C73B492_31,art_parte_doc,1C73B492
1C73B492_32,art_parte_doc,1C73B492
1C73B492_33,art_parte_doc,1C73B492
1C73B492_34,art_parte_doc,1C73B492
1C73B492_35,art_parte_doc,1C73B492
1C73B492_36,art_parte_doc,1C73B492
1C73B492_37,art_parte_doc,1C73B492
1C73B492_38,art_parte_doc,1C73B492
1C73B492_39,art_parte_doc,1C73B492
1C73B492_40,art_parte_doc,1C73B492
1C73B492_41,art_parte_doc,1C73B492
1C73B492_42,art_parte_doc,1C73B492
1C73B492_43,art_parte_doc,1C73B492
1C73B492_44,art_parte_doc,1C73B492
1C73B492_45,art_parte_doc,1C73B492
1C73B492_46,art_parte_doc,1C73B492
1C73B492_47,art_parte_doc,1C73B492
1C73B492_48,art_parte_doc,1C73B492
1C73B492_49,art_parte_doc,1C73B492
1C73B492_50,art_parte_doc,1C73B492
1C73B492_51,art_parte_doc,1C73B492
1C73B492_52,art_parte_doc,1C73B492
1C73B492_53,art_parte_doc,1C73B492
1C73B492_54,art_parte_doc,1C73B492
1C73B492_55,art_parte_doc,1C73B492
1C73B492_56,art_parte_doc,1C73B492
1C73B492_57,art_parte_doc,1C73B492
1C73B492_58,art_parte_doc,1C73B492
1C73B492_59,art_parte_doc,1C73B492
1C73B492_60,art_parte_doc,1C73B492
1C73B492_61,art_parte_doc,1C73B492
1C73B492_62,art_parte_doc,1C73B492
1C73B492_63,art_parte_doc,1C73B492
1C73B492_64,art_parte_doc,1C73B492
1C73B492_65,art_parte_doc,1C73B492
1C73B492_66,art_parte_doc,1C73B492
1C73B492_67,art_parte_doc,1C73B492
1C73B492_68,art_parte_doc,1C73B492
1C73B492_69,art_parte_doc,1C73B492
1C73B492_70,art_parte_doc,1C73B492
1C73B492_71,art_parte_doc,1C73B492
1C73B492_72,art_parte_doc,1C73B492
1C73B492_73,art_parte_doc,1C73B492
1C73B492_74,art_parte_doc,1C73B492
1C73B492_75,art_parte_doc,1C73B492
1C73B492_76,art_parte_doc,1C73B492
1C73B492_77,art_parte_doc,1C73B492
1C73B492_78,art_parte_doc,1C73B492
1C73B492_79,art_parte_doc,1C73B492
1C73B492_80,art_parte_doc,1C73B492
1C73B492_81,art_parte_doc,1C73B492
1C73B492_TRANS,art_parte_doc,1C73B492
38775BBE_1,art_parte_doc,38775BBE
38775BBE_2,art_parte_doc,38775BBE
38775BBE_3,art_parte_doc,38775BBE
38775BBE_4,art_parte_doc,38775BBE
38775BBE_5,art_parte_doc,38775BBE
38775BBE_6,art_parte_doc,38775BBE
38775BBE_7,art_parte_doc,38775BBE
38775BBE_8,art_parte_doc,38775BBE
38775BBE_9,art_parte_doc,38775BBE
38775BBE_10,art_parte_doc,38775BBE
38775BBE_11,art_parte_doc,38775BBE
38775BBE_12,art_parte_doc,38775BBE
38775BBE_13,art_parte_doc,38775BBE
38775BBE_14,art_parte_doc,38775BBE
38775BBE_15,art_parte_doc,38775BBE
38775BBE_16,art_parte_doc,38775BBE
38775BBE_17,art_parte_doc,38775BBE
38775BBE_18,art_parte_doc,38775BBE
38775BBE_19,art_parte_doc,38775BBE
38775BBE_20,art_parte_doc,38775BBE
38775BBE_21,art_parte_doc,38775BBE
38775BBE_22,art_parte_doc,38775BBE
38775BBE_23,art_parte_doc,38775BBE
38775BBE_24,art_parte_doc,38775BBE
38775BBE_25,art_parte_doc,38775BBE
38775BBE_26,art_parte_doc,38775BBE
38775BBE_27,art_parte_doc,38775BBE
38775BBE_28,art_parte_doc,38775BBE
38775BBE_29,art_parte_doc,38775BBE
38775BBE_30,art_parte_doc,38775BBE
38775BBE_31,art_parte_doc,38775BBE
38775BBE_32,art_parte_doc,38775BBE
38775BBE_33,art_parte_doc,38775BBE
38775BBE_34,art_parte_doc,38775BBE
38775BBE_35,art_parte_doc,38775BBE
38775BBE_36,art_parte_doc,38775BBE
38775BBE_TRANS,art_parte_doc,38775BBE
153125A4_1,art_parte_doc,153125A4
153125A4_2,art_parte_doc,153125A4
153125A4_3,art_parte_doc,153125A4
153125A4_4,art_parte_doc,153125A4
153125A4_5,art_parte_doc,153125A4
153125A4_6,art_parte_doc,153125A4
153125A4_7,art_parte_doc,153125A4
153125A4_8,art_parte_doc,153125A4
153125A4_9,art_parte_doc,153125A4
153125A4_10,art_parte_doc,153125A4
153125A4_11,art_parte_doc,153125A4
153125A4_12,art_parte_doc,153125A4
153125A4_13,art_parte_doc,153125A4
153125A4_14,art_parte_doc,153125A4
153125A4_15,art_parte_doc,153125A4
153125A4_16,art_parte_doc,153125A4
153125A4_17,art_parte_doc,153125A4
153125A4_18,art_parte_doc,153125A4
153125A4_19,art_parte_doc,153125A4
153125A4_20,art_parte_doc,153125A4
153125A4_21,art_parte_doc,153125A4
153125A4_22,art_parte_doc,153125A4
153125A4_23,art_parte_doc,153125A4
153125A4_24,art_parte_doc,153125A4
153125A4_25,art_parte_doc,153125A4
153125A4_26,art_parte_doc,153125A4
153125A4_27,art_parte_doc,153125A4
153125A4_28,art_parte_doc,153125A4
153125A4_29,art_parte_doc,153125A4
153125A4_30,art_parte_doc,153125A4
153125A4_31,art_parte_doc,153125A4
153125A4_32,art_parte_doc,153125A4
153125A4_33,art_parte_doc,153125A4
153125A4_34,art_parte_doc,153125A4
153125A4_35,art_parte_doc,153125A4
153125A4_36,art_parte_doc,153125A4
153125A4_37,art_parte_doc,153125A4
153125A4_38,art_parte_doc,153125A4
153125A4_39,art_parte_doc,153125A4
153125A4_40,art_parte_doc,153125A4
153125A4_41,art_parte_doc,153125A4
153125A4_42,art_parte_doc,153125A4
153125A4_43,art_parte_doc,153125A4
153125A4_44,art_parte_doc,153125A4
153125A4_45,art_parte_doc,153125A4
153125A4_46,art_parte_doc,153125A4
153125A4_47,art_parte_doc,153125A4
153125A4_48,art_parte_doc,153125A4
153125A4_49,art_parte_doc,153125A4
153125A4_50,art_parte_doc,153125A4
153125A4_51,art_parte_doc,153125A4
153125A4_52,art_parte_doc,153125A4
153125A4_53,art_parte_doc,153125A4
153125A4_54,art_parte_doc,153125A4
153125A4_55,art_parte_doc,153125A4
153125A4_56,art_parte_doc,153125A4
153125A4_57,art_parte_doc,153125A4
153125A4_58,art_parte_doc,153125A4
153125A4_59,art_parte_doc,153125A4
153125A4_60,art_parte_doc,153125A4
153125A4_TRANS,art_parte_doc,153125A4
3F714625_1,art_parte_doc,3F714625
3F714625_2,art_parte_doc,3F714625
3F714625_3,art_parte_doc,3F714625
3F714625_4,art_parte_doc,3F714625
3F714625_5,art_parte_doc,3F714625
3F714625_6,art_parte_doc,3F714625
3F714625_7,art_parte_doc,3F714625
3F714625_8,art_parte_doc,3F714625
3F714625_9,art_parte_doc,3F714625
3F714625_10,art_parte_doc,3F714625
3F714625_11,art_parte_doc,3F714625
3F714625_12,art_parte_doc,3F714625
3F714625_13,art_parte_doc,3F714625
3F714625_14,art_parte_doc,3F714625
3F714625_15,art_parte_doc,3F714625
3F714625_16,art_parte_doc,3F714625
3F714625_17,art_parte_doc,3F714625
3F714625_18,art_parte_doc,3F714625
3F714625_19,art_parte_doc,3F714625
3F714625_20,art_parte_doc,3F714625
3F714625_21,art_parte_doc,3F714625
3F714625_22,art_parte_doc,3F714625
3F714625_23,art_parte_doc,3F714625
3F714625_24,art_parte_doc,3F714625
3F714625_25,art_parte_doc,3F714625
3F714625_26,art_parte_doc,3F714625
3F714625_28,art_parte_doc,3F714625
3F714625_29,art_parte_doc,3F714625
3F714625_30,art_parte_doc,3F714625
3F714625_31,art_parte_doc,3F714625
3F714625_32,art_parte_doc,3F714625
3F714625_33,art_parte_doc,3F714625
3F714625_34,art_parte_doc,3F714625
3F714625_35,art_parte_doc,3F714625
3F714625_36,art_parte_doc,3F714625
3F714625_37,art_parte_doc,3F714625
3F714625_38,art_parte_doc,3F714625
3F714625_39,art_parte_doc,3F714625
3F714625_40,art_parte_doc,3F714625
3F714625_41,art_parte_doc,3F714625
3F714625_42,art_parte_doc,3F714625
3F714625_43,art_parte_doc,3F714625
3F714625_44,art_parte_doc,3F714625
3F714625_45,art_parte_doc,3F714625
3F714625_46,art_parte_doc,3F714625
3F714625_47,art_parte_doc,3F714625
3F714625_48,art_parte_doc,3F714625
3F714625_49,art_parte_doc,3F714625
3F714625_50,art_parte_doc,3F714625
3F714625_51,art_parte_doc,3F714625
3F714625_52,art_parte_doc,3F714625
3F714625_53,art_parte_doc,3F714625
3F714625_54,art_parte_doc,3F714625
3F714625_55,art_parte_doc,3F714625
3F714625_56,art_parte_doc,3F714625
3F714625_57,art_parte_doc,3F714625
3F714625_57BIS,art_parte_doc,3F714625
3F714625_57TER,art_parte_doc,3F714625
3F714625_58,art_parte_doc,3F714625
3F714625_59,art_parte_doc,3F714625
3F714625_60,art_parte_doc,3F714625
3F714625_61,art_parte_doc,3F714625
3F714625_62,art_parte_doc,3F714625
3F714625_63,art_parte_doc,3F714625
3F714625_64,art_parte_doc,3F714625
3F714625_65,art_parte_doc,3F714625
3F714625_66,art_parte_doc,3F714625
3F714625_67,art_parte_doc,3F714625
3F714625_68,art_parte_doc,3F714625
3F714625_69,art_parte_doc,3F714625
3F714625_70,art_parte_doc,3F714625
3F714625_71,art_parte_doc,3F714625
3F714625_72,art_parte_doc,3F714625
3F714625_73,art_parte_doc,3F714625
3F714625_74,art_parte_doc,3F714625
3F714625_75,art_parte_doc,3F714625
3F714625_76,art_parte_doc,3F714625
3F714625_77,art_parte_doc,3F714625
3F714625_78,art_parte_doc,3F714625
3F714625_79,art_parte_doc,3F714625
3F714625_80,art_parte_doc,3F714625
3F714625_81,art_parte_doc,3F714625
3F714625_82,art_parte_doc,3F714625
3F714625_83,art_parte_doc,3F714625
3F714625_84,art_parte_doc,3F714625
3F714625_85,art_parte_doc,3F714625
3F714625_86,art_parte_doc,3F714625
3F714625_87,art_parte_doc,3F714625
3F714625_88,art_parte_doc,3F714625
3F714625_89,art_parte_doc,3F714625
3F714625_90,art_parte_doc,3F714625
3F714625_91,art_parte_doc,3F714625
3F714625_92,art_parte_doc,3F714625
3F714625_93,art_parte_doc,3F714625
3F714625_94,art_parte_doc,3F714625
3F714625_95,art_parte_doc,3F714625
3F714625_96,art_parte_doc,3F714625
3F714625_97,art_parte_doc,3F714625
3F714625_98,art_parte_doc,3F714625
3F714625_99,art_parte_doc,3F714625
3F714625_100,art_parte_doc,3F714625
3F714625_101,art_parte_doc,3F714625
3F714625_102,art_parte_doc,3F714625
3F714625_103,art_parte_doc,3F714625
3F714625_104,art_parte_doc,3F714625
3F714625_105,art_parte_doc,3F714625
3F714625_106,art_parte_doc,3F714625
3F714625_107,art_parte_doc,3F714625
3F714625_108,art_parte_doc,3F714625
3F714625_109,art_parte_doc,3F714625
3F714625_110,art_parte_doc,3F714625
3F714625_111,art_parte_doc,3F714625
3F714625_112,art_parte_doc,3F714625
3F714625_113,art_parte_doc,3F714625
3F714625_114,art_parte_doc,3F714625
3F714625_115,art_parte_doc,3F714625
3F714625_116,art_parte_doc,3F714625
3F714625_117,art_parte_doc,3F714625
3F714625_118,art_parte_doc,3F714625
3F714625_119,art_parte_doc,3F714625
3F714625_120,art_parte_doc,3F714625
3F714625_121,art_parte_doc,3F714625
3F714625_122,art_parte_doc,3F714625
3F714625_123,art_parte_doc,3F714625
3F714625_124,art_parte_doc,3F714625
3F714625_125,art_parte_doc,3F714625
3F714625_126,art_parte_doc,3F714625
3F714625_127,art_parte_doc,3F714625
3F714625_128,art_parte_doc,3F714625
3F714625_129,art_parte_doc,3F714625
3F714625_130,art_parte_doc,3F714625
3F714625_131,art_parte_doc,3F714625
3F714625_132,art_parte_doc,3F714625
3F714625_133,art_parte_doc,3F714625
3F714625_134,art_parte_doc,3F714625
3F714625_135,art_parte_doc,3F714625
3F714625_136,art_parte_doc,3F714625
3F714625_137,art_parte_doc,3F714625
3F714625_138,art_parte_doc,3F714625
3F714625_139,art_parte_doc,3F714625
3F714625_140,art_parte_doc,3F714625
3F714625_141,art_parte_doc,3F714625
3F714625_142,art_parte_doc,3F714625
3F714625_143,art_parte_doc,3F714625
3F714625_144,art_parte_doc,3F714625
3F714625_145,art_parte_doc,3F714625
3F714625_146,art_parte_doc,3F714625
3F714625_147,art_parte_doc,3F714625
3F714625_148,art_parte_doc,3F714625
3F714625_149,art_parte_doc,3F714625
3F714625_150,art_parte_doc,3F714625
3F714625_151,art_parte_doc,3F714625
3F714625_152,art_parte_doc,3F714625
3F714625_153,art_parte_doc,3F714625
3F714625_154,art_parte_doc,3F714625
3F714625_155,art_parte_doc,3F714625
3F714625_156,art_parte_doc,3F714625
3F714625_157,art_parte_doc,3F714625
3F714625_158,art_parte_doc,3F714625
3F714625_159,art_parte_doc,3F714625
3F714625_160,art_parte_doc,3F714625
3F714625_161,art_parte_doc,3F714625
3F714625_162,art_parte_doc,3F714625
3F714625_163,art_parte_doc,3F714625
3F714625_164,art_parte_doc,3F714625
3F714625_165,art_parte_doc,3F714625
3F714625_166,art_parte_doc,3F714625
3F714625_167,art_parte_doc,3F714625
3F714625_168,art_parte_doc,3F714625
3F714625_169,art_parte_doc,3F714625
3F714625_170,art_parte_doc,3F714625
3F714625_171,art_parte_doc,3F714625
3F714625_172,art_parte_doc,3F714625
3F714625_173,art_parte_doc,3F714625
3F714625_174,art_parte_doc,3F714625
3F714625_175,art_parte_doc,3F714625
3F714625_176,art_parte_doc,3F714625
3F714625_177,art_parte_doc,3F714625
3F714625_178,art_parte_doc,3F714625
3F714625_179,art_parte_doc,3F714625
3F714625_180,art_parte_doc,3F714625
3F714625_181,art_parte_doc,3F714625
3F714625_182,art_parte_doc,3F714625
3F714625_183,art_parte_doc,3F714625
3F714625_184,art_parte_doc,3F714625
3F714625_185,art_parte_doc,3F714625
3F714625_186,art_parte_doc,3F714625
3F714625_187,art_parte_doc,3F714625
3F714625_188,art_parte_doc,3F714625
3F714625_189,art_parte_doc,3F714625
3F714625_190,art_parte_doc,3F714625
3F714625_191,art_parte_doc,3F714625
3F714625_192,art_parte_doc,3F714625
3F714625_193,art_parte_doc,3F714625
3F714625_194,art_parte_doc,3F714625
3F714625_195,art_parte_doc,3F714625
3F714625_196,art_parte_doc,3F714625
3F714625_197,art_parte_doc,3F714625
3F714625_198,art_parte_doc,3F714625
3F714625_199,art_parte_doc,3F714625
3F714625_200,art_parte_doc,3F714625
3F714625_201,art_parte_doc,3F714625
3F714625_202,art_parte_doc,3F714625
3F714625_203,art_parte_doc,3F714625
3F714625_204,art_parte_doc,3F714625
3F714625_205,art_parte_doc,3F714625
3F714625_206,art_parte_doc,3F714625
3F714625_207,art_parte_doc,3F714625
3F714625_208,art_parte_doc,3F714625
3F714625_209,art_parte_doc,3F714625
3F714625_210,art_parte_doc,3F714625
3F714625_211,art_parte_doc,3F714625
3F714625_212,art_parte_doc,3F714625
3F714625_213,art_parte_doc,3F714625
3F714625_214,art_parte_doc,3F714625
3F714625_215,art_parte_doc,3F714625
3F714625_216,art_parte_doc,3F714625
3F714625_217,art_parte_doc,3F714625
3F714625_218,art_parte_doc,3F714625
3F714625_219,art_parte_doc,3F714625
3F714625_220,art_parte_doc,3F714625
3F714625_221,art_parte_doc,3F714625
3F714625_222,art_parte_doc,3F714625
3F714625_223,art_parte_doc,3F714625
3F714625_224,art_parte_doc,3F714625
3F714625_225,art_parte_doc,3F714625
3F714625_226,art_parte_doc,3F714625
3F714625_227,art_parte_doc,3F714625
3F714625_228,art_parte_doc,3F714625
3F714625_229,art_parte_doc,3F714625
3F714625_230,art_parte_doc,3F714625
3F714625_231,art_parte_doc,3F714625
3F714625_232,art_parte_doc,3F714625
3F714625_233,art_parte_doc,3F714625
3F714625_234,art_parte_doc,3F714625
3F714625_235,art_parte_doc,3F714625
3F714625_236,art_parte_doc,3F714625
3F714625_237,art_parte_doc,3F714625
3F714625_238,art_parte_doc,3F714625
3F714625_239,art_parte_doc,3F714625
3F714625_240,art_parte_doc,3F714625
3F714625_241,art_parte_doc,3F714625
3F714625_242,art_parte_doc,3F714625
3F714625_243,art_parte_doc,3F714625
3F714625_244,art_parte_doc,3F714625
3F714625_245,art_parte_doc,3F714625
3F714625_246,art_parte_doc,3F714625
3F714625_247,art_parte_doc,3F714625
3F714625_248,art_parte_doc,3F714625
3F714625_249,art_parte_doc,3F714625
3F714625_250,art_parte_doc,3F714625
3F714625_251,art_parte_doc,3F714625
3F714625_252,art_parte_doc,3F714625
3F714625_253,art_parte_doc,3F714625
3F714625_254,art_parte_doc,3F714625
3F714625_255,art_parte_doc,3F714625
3F714625_256,art_parte_doc,3F714625
3F714625_257,art_parte_doc,3F714625
3F714625_258,art_parte_doc,3F714625
3F714625_TRANS,art_parte_doc,3F714625
3F5A048C_1,art_parte_doc,3F5A048C
3F5A048C_2,art_parte_doc,3F5A048C
3F5A048C_3,art_parte_doc,3F5A048C
3F5A048C_4,art_parte_doc,3F5A048C
3F5A048C_5,art_parte_doc,3F5A048C
3F5A048C_6,art_parte_doc,3F5A048C
3F5A048C_7,art_parte_doc,3F5A048C
3F5A048C_8,art_parte_doc,3F5A048C
3F5A048C_9,art_parte_doc,3F5A048C
3F5A048C_10,art_parte_doc,3F5A048C
3F5A048C_11,art_parte_doc,3F5A048C
3F5A048C_12,art_parte_doc,3F5A048C
3F5A048C_13,art_parte_doc,3F5A048C
3F5A048C_14,art_parte_doc,3F5A048C
3F5A048C_15,art_parte_doc,3F5A048C
3F5A048C_16,art_parte_doc,3F5A048C
3F5A048C_17,art_parte_doc,3F5A048C
3F5A048C_18,art_parte_doc,3F5A048C
3F5A048C_19,art_parte_doc,3F5A048C
3F5A048C_20,art_parte_doc,3F5A048C
3F5A048C_21,art_parte_doc,3F5A048C
3F5A048C_22,art_parte_doc,3F5A048C
3F5A048C_23,art_parte_doc,3F5A048C
3F5A048C_24,art_parte_doc,3F5A048C
3F5A048C_25,art_parte_doc,3F5A048C
3F5A048C_26,art_parte_doc,3F5A048C
